264,1551,Fabian,null,Lazennec,Data Services,Global Technology,null,1013,Fabian.Lazennec@sec.com,null,Associate-Database Administrator,null,1,7133157581,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Robert,Wellington,null,null,TECH,null,null,null,null,null,null,null,FLazennec,FL1551,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,FabianLazennec,Fabian.Lazennec,Fa.Lazennec,Fabian-Lazennec,Fa.La,0
28,1039,TERRY,null,THOMAS,Data Services,Global Technology,null,1013,TERRY.THOMAS@sec.com,null,Associate-Database Administrator,null,1,5779992241,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Robert,Wellington,null,null,TECH,null,null,null,null,null,null,null,TTHOMAS,TT1039,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,TERRYTHOMAS,TERRY.THOMAS,TE.THOMAS,TERRY-THOMAS,TE.TH,0
570,2553,Beth,null,Gibbons,Credit,Global Markets,null,2287,Beth.Gibbons@sec.com,null,Associate Vice President Credit Market,null,1,5362952896,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tadeusz,Coughlan,null,null,GMKT,null,null,null,null,null,null,null,BGibbons,BG2553,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,BethGibbons,Beth.Gibbons,Be.Gibbons,Beth-Gibbons,Be.Gi,0
30,1041,LINKIN,null,HARRIS,Data Services,Global Technology,null,1013,LINKIN.HARRIS@sec.com,null,Associate-Database Administrator,null,1,2641982608,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Robert,Wellington,null,null,TECH,null,null,null,null,null,null,null,LHARRIS,LH1041,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,LINKINHARRIS,LINKIN.HARRIS,LI.HARRIS,LINKIN-HARRIS,LI.HA,0
269,1571,Miguel,null,Leahy,Wealth Management,Finance and Accounting,null,1341,Miguel.Leahy@sec.com,null,Associate Wealth Management Accounting,null,1,1627390059,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nobuyuki,Shikama,null,null,FIN,null,null,null,null,null,null,null,MLeahy,ML1571,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,MiguelLeahy,Miguel.Leahy,Mi.Leahy,Miguel-Leahy,Mi.Le,0
305,1678,Aubrey,null,Greene,Media Relations,Global Marketing, Branding and Corporate Affairs,null,1107,Aubrey.Greene@sec.com,null,Associate Media Relations,null,1,4772979643,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Miranda,Peck,null,null,MKTG,null,null,null,null,null,null,null,AGreene,AG1678,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,AubreyGreene,Aubrey.Greene,Au.Greene,Aubrey-Greene,Au.Gr,0
517,2486,Shane,null,Cronin,Cash Planning and Management,Corporate Strategy and Planning,null,1025,Shane.Cronin@sec.com,null,Managing Dir. Cash Management,null,1,6792841160,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ted,Thomson,null,null,Cash,null,null,null,null,null,null,null,SCronin,SC2486,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ShaneCronin,Shane.Cronin,Sh.Cronin,Shane-Cronin,Sh.Cr,0
307,1680,Conrad,null,Joyce,Payroll Processing,Corporate Human Resources,null,1083,Conrad.Joyce@sec.com,null,Associate Payroll Processing Admin,null,1,1951802747,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,GRIFFIN,GUTIERREZ,null,null,PAY,null,null,null,null,null,null,null,CJoyce,CJ1680,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ConradJoyce,Conrad.Joyce,Co.Joyce,Conrad-Joyce,Co.Jo,0
33,1044,NORA,null,LEWIS,Consumer Risk,Corporate Risk,null,1044,NORA.LEWIS@sec.com,null,Vice President Consumer Risk,null,1,5197777455,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nora,Lewis,null,null,CSR,null,null,null,null,null,null,null,NLEWIS,NL1044,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,NORALEWIS,NORA.LEWIS,NO.LEWIS,NORA-LEWIS,NO.LE,0
519,2488,Leo,null,O'Carroll,Cash Planning and Management,Corporate Strategy and Planning,null,2487,Leo.O'Carroll@sec.com,null,Associate Cash Management,null,1,4040201185,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,KEVIN,CRONIN,null,null,Cash,null,null,null,null,null,null,null,LO'Carroll,LO2488,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,LeoO'Carroll,Leo.O'Carroll,Le.O'Carroll,Leo-O'Carroll,Le.O',0
38,1049,BOBBY,Bob,HALL,Compliance Risk,Corporate Risk,null,1045,BOBBY.HALL@sec.com,null,Associate Compliance Risk,null,1,1662789255,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Fahad,Walker,null,null,CMP,null,null,null,null,null,null,null,BHALL,BH1049,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,BOBBYHALL,BOBBY.HALL,BO.HALL,BOBBY-HALL,BO.HA,0
513,2450,Owen,null,Byrne,Distressed,Global Markets,null,2442,Owen.Byrne@sec.com,null,Associate Vice President Distressed Assets,null,1,3774268722,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kevin,Trimble,null,null,GMKT,null,null,null,null,null,null,null,OByrne,OB2450,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,OwenByrne,Owen.Byrne,Ow.Byrne,Owen-Byrne,Ow.By,0
39,1051,HARRY,null,YOUNG,Compliance Risk,Corporate Risk,null,1045,HARRY.YOUNG@sec.com,null,Associate Compliance Risk,null,1,3833108222,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Fahad,Walker,null,null,CMP,null,null,null,null,null,null,null,HYOUNG,HY1051,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,HARRYYOUNG,HARRY.YOUNG,HA.YOUNG,HARRY-YOUNG,HA.YO,0
36,1047,BRYAN,null,LEE,Compliance Risk,Corporate Risk,null,1045,BRYAN.LEE@sec.com,null,Associate Compliance Risk,null,1,1252360599,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Fahad,Walker,null,null,CMP,null,null,null,null,null,null,null,BLEE,BL1047,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,BRYANLEE,BRYAN.LEE,BR.LEE,BRYAN-LEE,BR.LE,0
524,2496,Lynsey,null,Branagan,Cash Planning and Management,Corporate Strategy and Planning,null,2487,Lynsey.Branagan@sec.com,null,Associate Cash Management,null,1,1796946385,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,THOMAS,MORGAN,null,null,Cash,null,null,null,null,null,null,null,LBranagan,LB2496,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,LynseyBranagan,Lynsey.Branagan,Ly.Branagan,Lynsey-Branagan,Ly.Br,0
526,2498,Michael,null,O'Looney,Cash Planning and Management,Corporate Strategy and Planning,null,2487,Michael.O'Looney@sec.com,null,Associate Cash Management,null,1,3594983610,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,THOMAS,MORGAN,null,null,Cash,null,null,null,null,null,null,null,MO'Looney,MO2498,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,MichaelO'Looney,Michael.O'Looney,Mi.O'Looney,Michael-O'Looney,Mi.O',0
527,2501,Geraldine,null,McCarthy,Cash Planning and Management,Corporate Strategy and Planning,null,2487,Geraldine.McCarthy@sec.com,null,Associate Cash Management,null,1,6857892343,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SHANE,CRONIN,null,null,Cash,null,null,null,null,null,null,null,GMcCarthy,GM2501,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,GeraldineMcCarthy,Geraldine.McCarthy,Ge.McCarthy,Geraldine-McCarthy,Ge.Mc,0
316,1694,Hilda,null,Browne,Payroll Processing,Corporate Human Resources,null,1083,Hilda.Browne@sec.com,null,Associate Payroll Processing Admin,null,1,2146925802,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,GRIFFIN,GUTIERREZ,null,null,PAY,null,null,null,null,null,null,null,HBrowne,HB1694,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,HildaBrowne,Hilda.Browne,Hi.Browne,Hilda-Browne,Hi.Br,0
522,2491,Laura,null,Magee,Cash Planning and Management,Corporate Strategy and Planning,null,2487,Laura.Magee@sec.com,null,Associate Cash Management,null,1,341653617,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,KEVIN,CRONIN,null,null,Cash,null,null,null,null,null,null,null,LMagee,LM2491,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,LauraMagee,Laura.Magee,La.Magee,Laura-Magee,La.Ma,0
523,2495,Thomas,null,Morgan,Cash Planning and Management,Corporate Strategy and Planning,null,2487,Thomas.Morgan@sec.com,null,Associate Cash Management,null,1,2634988162,0.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SHANE,CRONIN,null,null,Cash,null,null,null,null,null,null,null,TMorgan,TM2495,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ThomasMorgan,Thomas.Morgan,Th.Morgan,Thomas-Morgan,Th.Mo,0
45,1060,ABBY,null,GREEN,Consumer Risk,Corporate Risk,null,1044,ABBY.GREEN@sec.com,null,Associate Consumer Risk,null,1,8949099586,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nora,Lewis,null,null,CSR,null,null,null,null,null,null,null,AGREEN,AG1060,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,ABBYGREEN,ABBY.GREEN,AB.GREEN,ABBY-GREEN,AB.GR,0
318,1706,Jan,null,Kinsella,Public Relations,Global Marketing, Branding and Corporate Affairs,null,1065,Jan.Kinsella@sec.com,null,Associate Vice President Media Relations,null,1,2635494004,0.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ainsley,Moses,null,null,MKTG,null,null,null,null,null,null,null,JKinsella,JK1706,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,JanKinsella,Jan.Kinsella,Ja.Kinsella,Jan-Kinsella,Ja.Ki,0
290,1643,Nathan,null,Gyurik,Legal Department,Legal,null,1066,Nathan.Gyurik@sec.com,null,Sr. Legal Advisor,null,1,6267381992,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kyla,Clay,null,null,LEG,null,null,null,null,null,null,null,NGyurik,NG1643,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,NathanGyurik,Nathan.Gyurik,Na.Gyurik,Nathan-Gyurik,Na.Gy,0
48,1063,Meredith,null,COLEMAN,Executive Management,Executive Management,null,1025,Meredith.COLEMAN@sec.com,null,Managing Dir. Legal Services,null,1,3278829894,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ted,Thomson,null,null,LEG,null,null,null,null,null,null,null,MCOLEMAN,MC1063,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,MeredithCOLEMAN,Meredith.COLEMAN,Me.COLEMAN,Meredith-COLEMAN,Me.CO,0
291,1659,Antonia,null,Naughton,Media Relations,Global Marketing, Branding and Corporate Affairs,null,1107,Antonia.Naughton@sec.com,null,Associate Vice President Media Relations,null,1,3233107051,0.01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-05-28 01:42:34.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2014-09-02 16:28:35.0,null,null,2014-07-30 11:28:10.0,null,null,Low,null,null,null,null,null,Active,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Miranda,Peck,null,null,MKTG,null,null,null,null,null,null,null,ANaughton,AN1659,null,64,PST,null,null,null,null,null,null,null,null,null,null,0,null,AntoniaNaughton,Antonia.Naughton,An.Naughton,Antonia-Naughton,An.Na,0
